icd9,ICD9 String,phecode,phenotype,Excl. Phecodes,Excl. Phenotypes,Rollup,Leaf,Ignore Bool
74259,Other specified congenital anomalies of spinal cord,752,Nervous system congenital anomalies,752-754.99," congenital anomalies of nervous system, spine",1,1,0
7428,Other specified congenital anomalies of nervous system,752,Nervous system congenital anomalies,752-754.99," congenital anomalies of nervous system, spine",1,1,0
7429,"Unspecified congenital anomaly of brain, spinal cord, and nervous system",752,Nervous system congenital anomalies,752-754.99," congenital anomalies of nervous system, spine",1,0,0
74320,Buphthalmos NOS,753,Congenital anomalies of the eye,752-754.99," congenital anomalies of nervous system, spine",1,0,0
74322,Buphthalmos associated with other ocular anomalies,753,Congenital anomalies of the eye,752-754.99," congenital anomalies of nervous system, spine",1,0,0
74330,Congenital cataract NOS,753,Congenital anomalies of the eye,752-754.99," congenital anomalies of nervous system, spine",1,1,0
74343,Other congenital corneal opacities,753,Congenital anomalies of the eye,752-754.99," congenital anomalies of nervous system, spine",1,0,0
74349,Other congenital anomalies of anterior segment,753,Congenital anomalies of the eye,752-754.99," congenital anomalies of nervous system, spine",1,0,0
74353,"Chorioretinal degeneration, congenital",753,Congenital anomalies of the eye,752-754.99," congenital anomalies of nervous system, spine",1,1,0
74359,Other congenital anomalies of posterior segment,753,Congenital anomalies of the eye,752-754.99," congenital anomalies of nervous system, spine",1,1,0
74361,Congenital ptosis,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
74362,Congenital deformities of eyelids,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
74363,Other specified congenital anomalies of eyelid,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
74365,Specified congenital anomalies of lacrimal passages,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
7439,"Unspecified anomaly of eye, congenital",753,Congenital anomalies of the eye,752-754.99," congenital anomalies of nervous system, spine",1,0,0
74401,Congenital absence of external ear,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
74402,Other congenital anomalies of external ear with impairment of hearing,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
74405,Congenital anomalies of inner ear,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
7441,Accessory auricle,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
74423,Microtia,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
74429,Other congenital anomalies of ear,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
7443,Unspecified congenital anomaly of ear,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
74441,Branchial cleft sinus or fistula,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
74442,Branchial cleft cyst,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
74483,Macrostomia,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
74489,Other specified congenital anomalies of face and neck,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
7449,Unspecified congenital anomalies of face and neck,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
7450,Common truncus,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74510,Complete transposition of great vessels,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74511,Double outlet right ventricle,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74512,Corrected transposition of great vessels,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
7452,Tetralogy of Fallot,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
7454,Ventricular septal defect,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
7455,Ostium secundum type atrial septal defect,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74560,"Endocardial cushion defect, unspecified type",747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74561,Ostium primum defect,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74569,Other endocardial cushion defects,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
7458,Other bulbus cordis anomalies and anomalies of cardiac septal closure,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
7459,Unspecified defect of septal closure,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74600,"Congenital pulmonary valve anomaly, unspecified",747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74601,"Atresia of pulmonary valve, congenital",747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74602,"Stenosis of pulmonary valve, congenital",747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74609,Other congenital anomalies of pulmonary valve,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
7461,"Tricuspid atresia and stenosis, congenital",747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
7462,Ebstein's anomaly,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
7463,Congenital stenosis of aortic valve,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
7464,Congenital insufficiency of aortic valve,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
7466,Congenital mitral insufficiency,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
7467,Hypoplastic left heart syndrome,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74681,"Subaortic stenosis, congenital",747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74682,Cor triatriatum,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74683,"Infundibular pulmonic stenosis, congenital",747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74684,"Obstructive congenital anomalies of heart, not elsewhere classified",747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74685,"Coronary artery anomaly, congenital",747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74686,Congenital heart block,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74687,Malposition of heart and cardiac apex,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74689,Other specified congenital anomalies of heart,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
7469,Unspecified congenital anomaly of heart,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
7470,Patent ductus arteriosus,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74710,Coarctation of aorta (preductal) (postductal),747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74711,Interruption of aortic arch,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74720,"Congenital anomaly of aorta, unspecified",747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74721,Congenital anomalies of aortic arch,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74722,Congenital atresia and stenosis of aorta,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74729,Other congenital anomalies of aorta,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
7473,"Anomalies of pulmonary artery, congenital",747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74732,Pulmonary arteriovenous malformation,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74740,"Anomaly of great veins, congenital, unspecified",747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74741,Total anomalous pulmonary venous connection,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74742,Partial anomalous pulmonary venous connection,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74749,Other anomalies of great veins,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
7475,Absence or hypoplasia of umbilical artery,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,0,0
74761,Congenital anomaly of gastrointestinal vessel,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74762,Congenital anomaly of Renal vessel,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74763,Congenital anomaly of upper limb vessel,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74769,Congenital anomalies of other specified sites of peripheral vascular system,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74781,"Anomalies of cerebrovascular system, congenital",747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,1,0
74782,Congenital anomaly of spinal vessel,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,0,0
74783,Persistent fetal circulation,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,0,0
74789,Other specified congenital anomalies of circulatory system,747,Cardiac and circulatory congenital anomalies,747-747.99," congenital anomalies, circulatory and cardiac",1,0,0
7480,Choanal atresia,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
7481,Other congenital anomalies of nose,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
7482,Web of larynx,748,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
7483,"Other congenital anomalies of larynx, trachea, and bronchus",748,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
7484,"Cystic lung, congenital",748,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
7485,"Agenesis, hypoplasia, and dysplasia of lung, congenital",748,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
74860,Lung anomaly NOS,748,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
74861,Congenital bronchiectasis,748,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
74869,Other congenital anomalies of lung,748,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
7488,Other specified congenital anomalies of respiratory system,748,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
74900,Cleft palate NOS,749,Congenital anomalies of face and neck,747-759.99,,1,1,0
74902,"Cleft palate, unilateral, incomplete",749,Congenital anomalies of face and neck,747-759.99,,1,1,0
74910,Cleft lip NOS,749,Congenital anomalies of face and neck,747-759.99,,1,1,0
74912,"Cleft lip, unilateral, incomplete",749,Congenital anomalies of face and neck,747-759.99,,1,1,0
74920,Cleft palate & lip NOS,749,Congenital anomalies of face and neck,747-759.99,,1,1,0
74921,"Cleft palate with cleft lip, unilateral, complete",749,Congenital anomalies of face and neck,747-759.99,,1,1,0
74922,"Cleft palate with cleft lip, unilateral, incomplete",749,Congenital anomalies of face and neck,747-759.99,,1,1,0
74923,"Cleft palate with cleft lip, bilateral, complete",749,Congenital anomalies of face and neck,747-759.99,,1,1,0
74924,"Cleft palate with cleft lip, bilateral, incomplete",749,Congenital anomalies of face and neck,747-759.99,,1,1,0
74925,Other combinations of cleft palate with cleft lip,749,Congenital anomalies of face and neck,747-759.99,,1,1,0
7500,Tongue tie,750,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75010,"Anomaly of tongue, congenital, unspecified",750,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75016,Microglossia,750,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75019,Other congenital anomalies of tongue,750,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75026,Other specified congenital anomalies of mouth,750,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75029,Other specified congenital anomalies of pharynx,750,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7503,"Tracheoesophageal fistula, esophageal atresia and stenosis, congenital",750,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7504,Other specified congenital anomalies of esophagus,750,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7505,Congenital hypertrophic pyloric stenosis,750,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7508,Other specified congenital anomalies of upper alimentary tract,750,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7509,Unspecified congenital anomaly of upper alimentary tract,750,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7510,Meckel's diverticulum,750,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7511,"Atresia and stenosis of small intestine, congenital",750,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7512,"Atresia and stenosis of large intestine, rectum, and anal canal, congenital",750,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7513,Hirschsprung's disease and other congenital functional disorders of colon,750,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7514,"Anomalies of intestinal fixation, congenital",750,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7515,Other congenital anomalies of intestine,750,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75160,"Unspecified congenital anomaly of gallbladder, bile ducts, and liver",750,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75162,Congenital cystic disease of liver,750,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75169,"Other congenital anomalies of gallbladder, bile ducts, and liver",750,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7517,"Anomalies of pancreas, congenital",750,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7520,Congenital anomalies of ovaries,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75219,Other congenital anomalies of fallopian tubes and broad ligaments,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7522,Doubling of uterus,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7523,Other congenital anomalies of uterus,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75240,"Unspecified congenital anomaly of cervix, vagina, and external female genitalia",751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75249,"Other congenital anomalies of cervix, vagina, and external female genitalia",751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75251,Undescended testis,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75261,Hypospadias,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75262,Epispadias,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75263,Congenital chordee,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75265,Hidden penis,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75269,Other penile anomalies,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75289,Other specified anomalies of genital organs,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7529,Unspecified congenital anomaly of genital organs,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7530,Renal agenesis and dysgenesis,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75310,"Cystic kidney disease, unspecified",751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75311,Congenital single renal cyst,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75312,Polycystic kidney unspecified type,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75313,"Polycystic kidney, autosomal dominant",751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75314,"Polycystic kidney, autosomal recessive",751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75315,Renal dysplasia,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75317,Medullary sponge kidney,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75319,Other specified cystic kidney disease,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75320,Unspecified congenital obstructive defect of renal pelvis and ureter,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75321,Congenital obstruction of ureteropelvic junction,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75322,Congenital obstruction of ureterovesical junction,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75323,Congenital ureterocele,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
75329,Other congenital obstructive defects of renal pelvis and ureter,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7533,Other specified congenital anomalies of kidney,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7534,Other specified congenital anomalies of ureter,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7535,Exstrophy of urinary bladder,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7536,"Atresia and stenosis of urethra and bladder neck, congenital",751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7537,"Anomalies of urachus, congenital",751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7538,Other specified congenital anomalies of bladder and urethra,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7539,Unspecified congenital anomaly of urinary system,751,Genitourinary congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",1,1,0
7540,"Congenital musculoskeletal deformities of skull, face, and jaw",749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
7541,Congenital musculoskeletal deformities of sternocleidomastoid muscle,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",1,0,0
7542,Congenital musculoskeletal deformities of spine,737,Curvature of spine,735-739.99, Acquired deformities,1,1,0
75430,"Congenital dislocation of hip, unilateral",755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75431,"Congenital dislocation of hip, bilateral",755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75432,"Congenital subluxation of hip, unilateral",755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75433,"Congenital subluxation of hip, bilateral",755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75435,Congenital dislocation of one hip with subluxation of other hip,755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75440,Genu recurvatum,755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75441,Congenital dislocation of knee (with genu recurvatum),755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75444,Congenital bowing of unspecified long bones of leg,755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75450,"Talipes varus, congenital",755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75451,Talipes equinovarus,755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75453,"Metatarsus varus, congenital",755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75460,Talipes valgus,755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75461,"Pes planus, congenital",755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75470,Talipes NOS,755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75479,Other congenital deformities of feet,755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75481,Pectus excavatum,756,Other congenital musculoskeletal anomalies,754-756.99, congenital musculoskeletal anomalies,1,0,0
75482,Pectus carinatum,756,Other congenital musculoskeletal anomalies,754-756.99, congenital musculoskeletal anomalies,1,0,0
75489,Other specified nonteratogenic anomalies,756,Other congenital musculoskeletal anomalies,754-756.99, congenital musculoskeletal anomalies,1,0,0
75500,"Polydactyly, unspecified digits",755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75501,Polydactyly of fingers,755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75502,Polydactyly of toes,755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75510,Syndactyly of multiple and unspecified sites,755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75511,Syndactyly of fingers without fusion of bone,755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75513,Syndactyly of toes without fusion of bone,755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75520,"Unspecified reduction deformity of upper limb, congenital",755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75521,Transverse deficiency of upper limb,755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75522,"Longitudinal deficiency of upper limb, NEC",755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75526,"Longitudinal deficiency, radial, complete or partial (with or without distal deficiencies, incomplete)",755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75529,"Reduction deformities of upper limb, congenital, longitudinal deficiency, phalanges, complete or partial",755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75530,"Unspecified reduction deformity of lower limb, congenital",755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75531,Transverse deficiency of lower limb,755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75537,"Longitudinal deficiency, fibular, complete or partial (with or without distal deficiencies, incomplete)",755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75539,"Reduction deformities of lower limb, congenital, longitudinal deficiency, phalanges, complete or partial",755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75550,"Unspecified anomaly of upper limb, congenital",755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75555,Acrocephalosyndactyly,755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75557,Macrodactylia (fingers),755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75559,"Other congenital anomalies of upper limb, including shoulder girdle",755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75560,Unspecified congenital anomaly of lower limb,755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75563,Other congenital deformity of hip (joint),755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75564,Congenital deformity of knee (joint),755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75566,Other congenital anomalies of toes,755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75567,"Anomalies of foot, congenital, NEC",755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
75569,"Other congenital anomalies of lower limb, including pelvic girdle",755,Congenital anomalies of limbs,754-756.99, congenital musculoskeletal anomalies,1,1,0
7560,Congenital anomalies of skull and face bones,749,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",1,1,0
75610,"Anomaly of spine, congenital, unspecified",754,Congenital musculoskeletal deformities of spine,754-756.99, congenital musculoskeletal anomalies,1,0,0
75611,"Spondylolysis, congenital, lumbosacral region",754,Congenital musculoskeletal deformities of spine,754-756.99, congenital musculoskeletal anomalies,1,1,0
75612,"Spondylolisthesis, congenital",754,Congenital musculoskeletal deformities of spine,754-756.99, congenital musculoskeletal anomalies,1,1,0
75613,"Absence of vertebra, congenital",754,Congenital musculoskeletal deformities of spine,754-756.99, congenital musculoskeletal anomalies,1,0,0
75614,Hemivertebra,754,Congenital musculoskeletal deformities of spine,754-756.99, congenital musculoskeletal anomalies,1,0,0
75615,"Fusion of spine [vertebra], congenital",754,Congenital musculoskeletal deformities of spine,754-756.99, congenital musculoskeletal anomalies,1,0,0
75616,Klippel-Feil syndrome,754,Congenital musculoskeletal deformities of spine,754-756.99, congenital musculoskeletal anomalies,1,0,0
75617,Spina bifida occulta,752,Nervous system congenital anomalies,752-754.99," congenital anomalies of nervous system, spine",1,1,0
75619,Other congenital anomalies of spine,754,Congenital musculoskeletal deformities of spine,754-756.99, congenital musculoskeletal anomalies,1,0,0
7563,Other congenital anomalies of ribs and sternum,756,Other congenital musculoskeletal anomalies,754-756.99, congenital musculoskeletal anomalies,1,1,0
7564,Chondrodystrophy,756,Other congenital musculoskeletal anomalies,754-756.99, congenital musculoskeletal anomalies,1,0,0
75651,Osteogenesis imperfecta,756,Other congenital musculoskeletal anomalies,754-756.99, congenital musculoskeletal anomalies,1,0,0
7566,"Anomalies of diaphragm, congenital",756,Other congenital musculoskeletal anomalies,754-756.99, congenital musculoskeletal anomalies,1,1,0
