icd9,phecode,phenotype
56944,565,Anal and rectal conditions
56949,565,Anal and rectal conditions
5695,567,Peritonitis and retroperitoneal infections
56960,853,Complication of colostomy or enterostomy
56961,853,Complication of colostomy or enterostomy
56962,536,Disorders of function of stomach
56962,536,Disorders of function of stomach
56969,853,Complication of colostomy or enterostomy
56971,569,Other disorders of intestine
56971,569,Other disorders of intestine
56979,569,Other disorders of intestine
56979,569,Other disorders of intestine
56981,569,Other disorders of intestine
56982,556,Ulceration of the lower GI tract
56982,556,Ulceration of the lower GI tract
56983,569,Other disorders of intestine
56984,556,Ulceration of the lower GI tract
56984,556,Ulceration of the lower GI tract
56984,556,Ulceration of the lower GI tract
56985,556,Ulceration of the lower GI tract
56985,556,Ulceration of the lower GI tract
56985,556,Ulceration of the lower GI tract
56986,556,Ulceration of the lower GI tract
56986,556,Ulceration of the lower GI tract
56987,569,Other disorders of intestine
56989,569,Other disorders of intestine
5699,569,Other disorders of intestine
570,573,Other disorders of liver
5710,317,Alcohol-related disorders
5710,317,Alcohol-related disorders
5710,317,Alcohol-related disorders
5711,317,Alcohol-related disorders
5711,317,Alcohol-related disorders
5711,317,Alcohol-related disorders
5712,317,Alcohol-related disorders
5712,317,Alcohol-related disorders
5712,317,Alcohol-related disorders
5713,317,Alcohol-related disorders
5713,317,Alcohol-related disorders
5713,317,Alcohol-related disorders
57140,070,Viral hepatitis
57142,070,Viral hepatitis
57149,070,Viral hepatitis
5715,571,Chronic liver disease and cirrhosis
5715,571,Chronic liver disease and cirrhosis
5715,571,Chronic liver disease and cirrhosis
5716,571,Chronic liver disease and cirrhosis
5716,571,Chronic liver disease and cirrhosis
5718,571,Chronic liver disease and cirrhosis
5718,571,Chronic liver disease and cirrhosis
5719,571,Chronic liver disease and cirrhosis
5719,571,Chronic liver disease and cirrhosis
5720,571,Chronic liver disease and cirrhosis
5720,571,Chronic liver disease and cirrhosis
5721,571,Chronic liver disease and cirrhosis
5721,571,Chronic liver disease and cirrhosis
5722,571,Chronic liver disease and cirrhosis
5722,571,Chronic liver disease and cirrhosis
5723,571,Chronic liver disease and cirrhosis
5723,571,Chronic liver disease and cirrhosis
5723,571,Chronic liver disease and cirrhosis
5724,571,Chronic liver disease and cirrhosis
5724,571,Chronic liver disease and cirrhosis
5728,571,Chronic liver disease and cirrhosis
5728,571,Chronic liver disease and cirrhosis
5730,573,Other disorders of liver
5730,573,Other disorders of liver
5731,070,Viral hepatitis
5733,070,Viral hepatitis
5734,573,Other disorders of liver
5735,573,Other disorders of liver
5738,573,Other disorders of liver
5739,573,Other disorders of liver
57400,574,Cholelithiasis and cholecystitis
57400,574,Cholelithiasis and cholecystitis
57400,574,Cholelithiasis and cholecystitis
57401,574,Cholelithiasis and cholecystitis
57401,574,Cholelithiasis and cholecystitis
57401,574,Cholelithiasis and cholecystitis
57410,574,Cholelithiasis and cholecystitis
57410,574,Cholelithiasis and cholecystitis
57410,574,Cholelithiasis and cholecystitis
57411,574,Cholelithiasis and cholecystitis
57411,574,Cholelithiasis and cholecystitis
57411,574,Cholelithiasis and cholecystitis
57420,574,Cholelithiasis and cholecystitis
57420,574,Cholelithiasis and cholecystitis
57421,574,Cholelithiasis and cholecystitis
57421,574,Cholelithiasis and cholecystitis
57430,574,Cholelithiasis and cholecystitis
57430,574,Cholelithiasis and cholecystitis
57431,574,Cholelithiasis and cholecystitis
57431,574,Cholelithiasis and cholecystitis
57440,574,Cholelithiasis and cholecystitis
57440,574,Cholelithiasis and cholecystitis
57441,574,Cholelithiasis and cholecystitis
57441,574,Cholelithiasis and cholecystitis
57450,574,Cholelithiasis and cholecystitis
57450,574,Cholelithiasis and cholecystitis
57451,574,Cholelithiasis and cholecystitis
57451,574,Cholelithiasis and cholecystitis
57460,574,Cholelithiasis and cholecystitis
57460,574,Cholelithiasis and cholecystitis
57461,574,Cholelithiasis and cholecystitis
57461,574,Cholelithiasis and cholecystitis
57470,574,Cholelithiasis and cholecystitis
57470,574,Cholelithiasis and cholecystitis
57471,574,Cholelithiasis and cholecystitis
57471,574,Cholelithiasis and cholecystitis
57480,574,Cholelithiasis and cholecystitis
57480,574,Cholelithiasis and cholecystitis
57481,574,Cholelithiasis and cholecystitis
57481,574,Cholelithiasis and cholecystitis
57490,574,Cholelithiasis and cholecystitis
57490,574,Cholelithiasis and cholecystitis
57491,574,Cholelithiasis and cholecystitis
57491,574,Cholelithiasis and cholecystitis
5750,574,Cholelithiasis and cholecystitis
5750,574,Cholelithiasis and cholecystitis
57510,574,Cholelithiasis and cholecystitis
57510,574,Cholelithiasis and cholecystitis
57511,574,Cholelithiasis and cholecystitis
57511,574,Cholelithiasis and cholecystitis
57512,574,Cholelithiasis and cholecystitis
57512,574,Cholelithiasis and cholecystitis
5752,575,Other biliary tract disease
5752,575,Other biliary tract disease
5753,575,Other biliary tract disease
5753,575,Other biliary tract disease
5754,575,Other biliary tract disease
5754,575,Other biliary tract disease
5755,575,Other biliary tract disease
5755,575,Other biliary tract disease
5756,575,Other biliary tract disease
5756,575,Other biliary tract disease
5758,575,Other biliary tract disease
5758,575,Other biliary tract disease
5759,575,Other biliary tract disease
5759,575,Other biliary tract disease
5760,575,Other biliary tract disease
5760,575,Other biliary tract disease
5761,575,Other biliary tract disease
5761,575,Other biliary tract disease
5762,575,Other biliary tract disease
5762,575,Other biliary tract disease
5763,575,Other biliary tract disease
5763,575,Other biliary tract disease
5764,575,Other biliary tract disease
5764,575,Other biliary tract disease
5768,575,Other biliary tract disease
5768,575,Other biliary tract disease
5769,575,Other biliary tract disease
5769,575,Other biliary tract disease
5770,577,Diseases of pancreas
5770,577,Diseases of pancreas
5771,577,Diseases of pancreas
5771,577,Diseases of pancreas
5772,577,Diseases of pancreas
5772,577,Diseases of pancreas
5778,577,Diseases of pancreas
5779,577,Diseases of pancreas
5780,578,Gastrointestinal hemorrhage
5780,578,Gastrointestinal hemorrhage
5781,578,Gastrointestinal hemorrhage
5781,578,Gastrointestinal hemorrhage
5789,578,Gastrointestinal hemorrhage
5789,578,Gastrointestinal hemorrhage
5790,557,Intestinal malabsorption (non-celiac)
5793,569,Other disorders of intestine
5793,569,Other disorders of intestine
5798,557,Intestinal malabsorption (non-celiac)
5799,557,Intestinal malabsorption (non-celiac)
5800,580,Nephritis; nephrosis; renal sclerosis
5800,580,Nephritis; nephrosis; renal sclerosis
5800,580,Nephritis; nephrosis; renal sclerosis
5804,580,Nephritis; nephrosis; renal sclerosis
5804,580,Nephritis; nephrosis; renal sclerosis
5804,580,Nephritis; nephrosis; renal sclerosis
58081,580,Nephritis; nephrosis; renal sclerosis
58081,580,Nephritis; nephrosis; renal sclerosis
58081,580,Nephritis; nephrosis; renal sclerosis
58089,580,Nephritis; nephrosis; renal sclerosis
58089,580,Nephritis; nephrosis; renal sclerosis
58089,580,Nephritis; nephrosis; renal sclerosis
5809,580,Nephritis; nephrosis; renal sclerosis
5809,580,Nephritis; nephrosis; renal sclerosis
5809,580,Nephritis; nephrosis; renal sclerosis
5810,580,Nephritis; nephrosis; renal sclerosis
5810,580,Nephritis; nephrosis; renal sclerosis
5810,580,Nephritis; nephrosis; renal sclerosis
5811,580,Nephritis; nephrosis; renal sclerosis
5811,580,Nephritis; nephrosis; renal sclerosis
5811,580,Nephritis; nephrosis; renal sclerosis
5812,580,Nephritis; nephrosis; renal sclerosis
5812,580,Nephritis; nephrosis; renal sclerosis
5812,580,Nephritis; nephrosis; renal sclerosis
58181,580,Nephritis; nephrosis; renal sclerosis
58181,580,Nephritis; nephrosis; renal sclerosis
58189,580,Nephritis; nephrosis; renal sclerosis
58189,580,Nephritis; nephrosis; renal sclerosis
5819,580,Nephritis; nephrosis; renal sclerosis
5819,580,Nephritis; nephrosis; renal sclerosis
5820,580,Nephritis; nephrosis; renal sclerosis
5820,580,Nephritis; nephrosis; renal sclerosis
5820,580,Nephritis; nephrosis; renal sclerosis
5821,580,Nephritis; nephrosis; renal sclerosis
5821,580,Nephritis; nephrosis; renal sclerosis
5821,580,Nephritis; nephrosis; renal sclerosis
5822,580,Nephritis; nephrosis; renal sclerosis
5822,580,Nephritis; nephrosis; renal sclerosis
5822,580,Nephritis; nephrosis; renal sclerosis
5824,580,Nephritis; nephrosis; renal sclerosis
5824,580,Nephritis; nephrosis; renal sclerosis
5824,580,Nephritis; nephrosis; renal sclerosis
58281,580,Nephritis; nephrosis; renal sclerosis
58281,580,Nephritis; nephrosis; renal sclerosis
58281,580,Nephritis; nephrosis; renal sclerosis
58289,580,Nephritis; nephrosis; renal sclerosis
58289,580,Nephritis; nephrosis; renal sclerosis
58289,580,Nephritis; nephrosis; renal sclerosis
5829,580,Nephritis; nephrosis; renal sclerosis
5829,580,Nephritis; nephrosis; renal sclerosis
5829,580,Nephritis; nephrosis; renal sclerosis
5830,580,Nephritis; nephrosis; renal sclerosis
5830,580,Nephritis; nephrosis; renal sclerosis
5830,580,Nephritis; nephrosis; renal sclerosis
5831,580,Nephritis; nephrosis; renal sclerosis
5831,580,Nephritis; nephrosis; renal sclerosis
5831,580,Nephritis; nephrosis; renal sclerosis
5832,580,Nephritis; nephrosis; renal sclerosis
5832,580,Nephritis; nephrosis; renal sclerosis
5832,580,Nephritis; nephrosis; renal sclerosis
5834,580,Nephritis; nephrosis; renal sclerosis
5834,580,Nephritis; nephrosis; renal sclerosis
5834,580,Nephritis; nephrosis; renal sclerosis
58381,580,Nephritis; nephrosis; renal sclerosis
58381,580,Nephritis; nephrosis; renal sclerosis
58381,580,Nephritis; nephrosis; renal sclerosis
58389,580,Nephritis; nephrosis; renal sclerosis
58389,580,Nephritis; nephrosis; renal sclerosis
58389,580,Nephritis; nephrosis; renal sclerosis
5839,580,Nephritis; nephrosis; renal sclerosis
5839,580,Nephritis; nephrosis; renal sclerosis
5839,580,Nephritis; nephrosis; renal sclerosis
5845,585,Renal failure
5845,585,Renal failure
5846,585,Renal failure
5846,585,Renal failure
5847,585,Renal failure
5847,585,Renal failure
5848,585,Renal failure
5848,585,Renal failure
5849,585,Renal failure
5849,585,Renal failure
585,585,Renal failure
585,585,Renal failure
5851,585,Renal failure
5851,585,Renal failure
5852,585,Renal failure
5852,585,Renal failure
5853,585,Renal failure
5853,585,Renal failure
5853,585,Renal failure
5854,585,Renal failure
5854,585,Renal failure
5854,585,Renal failure
5855,585,Renal failure
5855,585,Renal failure
5855,585,Renal failure
5856,585,Renal failure
5856,585,Renal failure
5856,585,Renal failure
5859,585,Renal failure
5859,585,Renal failure
586,585,Renal failure
586,585,Renal failure
587,580,Nephritis; nephrosis; renal sclerosis
587,580,Nephritis; nephrosis; renal sclerosis
5880,588,Disorders resulting from impaired renal function
5880,588,Disorders resulting from impaired renal function
5881,588,Disorders resulting from impaired renal function
5888,588,Disorders resulting from impaired renal function
58881,588,Disorders resulting from impaired renal function
58881,588,Disorders resulting from impaired renal function
58889,588,Disorders resulting from impaired renal function
5890,586,Other disorders of the kidney and ureters
5890,586,Other disorders of the kidney and ureters
5890,586,Other disorders of the kidney and ureters
59000,590,Pyelonephritis
59001,590,Pyelonephritis
59010,590,Pyelonephritis
59011,590,Pyelonephritis
5902,590,Pyelonephritis
59080,590,Pyelonephritis
5909,590,Pyelonephritis
591,595,Hydronephrosis
5920,594,Urinary calculus
5920,594,Urinary calculus
5921,594,Urinary calculus
5921,594,Urinary calculus
5929,594,Urinary calculus
5931,586,Other disorders of the kidney and ureters
5931,586,Other disorders of the kidney and ureters
5932,586,Other disorders of the kidney and ureters
5932,586,Other disorders of the kidney and ureters
5933,586,Other disorders of the kidney and ureters
5933,586,Other disorders of the kidney and ureters
5934,586,Other disorders of the kidney and ureters
5934,586,Other disorders of the kidney and ureters
5935,586,Other disorders of the kidney and ureters
5935,586,Other disorders of the kidney and ureters
59370,586,Other disorders of the kidney and ureters
59370,586,Other disorders of the kidney and ureters
59370,586,Other disorders of the kidney and ureters
59371,586,Other disorders of the kidney and ureters
59371,586,Other disorders of the kidney and ureters
59371,586,Other disorders of the kidney and ureters
59373,586,Other disorders of the kidney and ureters
59373,586,Other disorders of the kidney and ureters
59373,586,Other disorders of the kidney and ureters
59381,586,Other disorders of the kidney and ureters
59381,586,Other disorders of the kidney and ureters
59382,586,Other disorders of the kidney and ureters
59382,586,Other disorders of the kidney and ureters
59389,586,Other disorders of the kidney and ureters
5939,586,Other disorders of the kidney and ureters
5940,594,Urinary calculus
5940,594,Urinary calculus
5941,594,Urinary calculus
5941,594,Urinary calculus
5942,594,Urinary calculus
5942,594,Urinary calculus
5949,594,Urinary calculus
5949,594,Urinary calculus
5950,592,Cystitis and urethritis
5950,592,Cystitis and urethritis
5950,592,Cystitis and urethritis
5951,592,Cystitis and urethritis
5951,592,Cystitis and urethritis
5951,592,Cystitis and urethritis
5952,592,Cystitis and urethritis
5952,592,Cystitis and urethritis
5952,592,Cystitis and urethritis
59581,592,Cystitis and urethritis
59581,592,Cystitis and urethritis
59581,592,Cystitis and urethritis
59582,990,Effects radiation NOS
59589,592,Cystitis and urethritis
59589,592,Cystitis and urethritis
5959,592,Cystitis and urethritis
5959,592,Cystitis and urethritis
5960,596,Other disorders of bladder
5960,596,Other disorders of bladder
5961,596,Other disorders of bladder
5963,596,Other disorders of bladder
5964,596,Other disorders of bladder
5964,596,Other disorders of bladder
59651,596,Other disorders of bladder
59651,596,Other disorders of bladder
59654,596,Other disorders of bladder
59654,596,Other disorders of bladder
59655,596,Other disorders of bladder
59655,596,Other disorders of bladder
59659,596,Other disorders of bladder
59659,596,Other disorders of bladder
5966,596,Other disorders of bladder
5967,596,Other disorders of bladder
5968,596,Other disorders of bladder
59689,596,Other disorders of bladder
5969,596,Other disorders of bladder
5970,592,Cystitis and urethritis
5970,592,Cystitis and urethritis
59789,592,Cystitis and urethritis
59789,592,Cystitis and urethritis
59800,592,Cystitis and urethritis
59800,592,Cystitis and urethritis
5981,597,Other disorders of urethra and urinary tract
5981,597,Other disorders of urethra and urinary tract
5982,597,Other disorders of urethra and urinary tract
5982,597,Other disorders of urethra and urinary tract
5988,597,Other disorders of urethra and urinary tract
5988,597,Other disorders of urethra and urinary tract
5989,597,Other disorders of urethra and urinary tract
5989,597,Other disorders of urethra and urinary tract
5990,591,Urinary tract infection
5991,597,Other disorders of urethra and urinary tract
5993,597,Other disorders of urethra and urinary tract
5994,597,Other disorders of urethra and urinary tract
5995,597,Other disorders of urethra and urinary tract
5996,599,Other symptoms/disorders or the urinary system
59960,599,Other symptoms/disorders or the urinary system
59969,599,Other symptoms/disorders or the urinary system
5997,593,Hematuria
59970,593,Hematuria
59971,593,Hematuria
59971,593,Hematuria
59972,593,Hematuria
59984,597,Other disorders of urethra and urinary tract
6000,600,Hyperplasia of prostate
60000,600,Hyperplasia of prostate
60001,600,Hyperplasia of prostate
60010,600,Hyperplasia of prostate
60011,600,Hyperplasia of prostate
6002,600,Hyperplasia of prostate
6009,600,Hyperplasia of prostate
60090,600,Hyperplasia of prostate
60091,600,Hyperplasia of prostate
6010,601,Inflammatory diseases of prostate
6010,601,Inflammatory diseases of prostate
6010,601,Inflammatory diseases of prostate
6011,601,Inflammatory diseases of prostate
6011,601,Inflammatory diseases of prostate
6011,601,Inflammatory diseases of prostate
6012,601,Inflammatory diseases of prostate
6012,601,Inflammatory diseases of prostate
6012,601,Inflammatory diseases of prostate
6018,601,Inflammatory diseases of prostate
6018,601,Inflammatory diseases of prostate
6019,601,Inflammatory diseases of prostate
6019,601,Inflammatory diseases of prostate
6021,602,Other disorders of prostate
6023,602,Other disorders of prostate
6023,602,Other disorders of prostate
6028,602,Other disorders of prostate
6031,603,Other disorders of testis
6031,603,Other disorders of testis
6038,603,Other disorders of testis
6038,603,Other disorders of testis
6039,603,Other disorders of testis
6039,603,Other disorders of testis
6040,601,Inflammatory diseases of prostate
6040,601,Inflammatory diseases of prostate
60490,601,Inflammatory diseases of prostate
60490,601,Inflammatory diseases of prostate
60499,601,Inflammatory diseases of prostate
60499,601,Inflammatory diseases of prostate
605,604,Disorders of penis
605,604,Disorders of penis
6071,601,Inflammatory diseases of prostate
6071,601,Inflammatory diseases of prostate
6072,601,Inflammatory diseases of prostate
6072,601,Inflammatory diseases of prostate
6073,604,Disorders of penis
60781,604,Disorders of penis
60781,604,Disorders of penis
60782,604,Disorders of penis
60782,604,Disorders of penis
60783,604,Disorders of penis
60784,605,Erectile dysfunction [ED]
60785,604,Disorders of penis
60785,604,Disorders of penis
60789,604,Disorders of penis
6079,604,Disorders of penis
6080,601,Inflammatory diseases of prostate
6080,601,Inflammatory diseases of prostate
6082,603,Other disorders of testis
60820,603,Other disorders of testis
6084,601,Inflammatory diseases of prostate
6084,601,Inflammatory diseases of prostate
60883,608,Other disorders of male genital organs
60886,608,Other disorders of male genital organs
60889,608,Other disorders of male genital organs
6089,608,Other disorders of male genital organs
6101,610,Benign mammary dysplasias
6101,610,Benign mammary dysplasias
6110,613,Other nonmalignant breast conditions
6110,613,Other nonmalignant breast conditions
6111,612,"Breast conditions, congenital or relating to hormones"
6111,612,"Breast conditions, congenital or relating to hormones"
6116,612,"Breast conditions, congenital or relating to hormones"
6116,612,"Breast conditions, congenital or relating to hormones"
61171,613,Other nonmalignant breast conditions
61171,613,Other nonmalignant breast conditions
61172,611,Abnormal findings on mammogram or breast exam
61172,611,Abnormal findings on mammogram or breast exam
61179,613,Other nonmalignant breast conditions
61179,613,Other nonmalignant breast conditions
6118,613,Other nonmalignant breast conditions
6118,613,Other nonmalignant breast conditions
61189,613,Other nonmalignant breast conditions
61189,613,Other nonmalignant breast conditions
6119,613,Other nonmalignant breast conditions
6119,613,Other nonmalignant breast conditions
6140,614,Inflammatory diseases of female pelvic organs
6140,614,Inflammatory diseases of female pelvic organs
6140,614,Inflammatory diseases of female pelvic organs
6141,614,Inflammatory diseases of female pelvic organs
6141,614,Inflammatory diseases of female pelvic organs
6141,614,Inflammatory diseases of female pelvic organs
6142,614,Inflammatory diseases of female pelvic organs
6142,614,Inflammatory diseases of female pelvic organs
6143,614,Inflammatory diseases of female pelvic organs
6143,614,Inflammatory diseases of female pelvic organs
6143,614,Inflammatory diseases of female pelvic organs
6144,614,Inflammatory diseases of female pelvic organs
6144,614,Inflammatory diseases of female pelvic organs
6144,614,Inflammatory diseases of female pelvic organs
6145,614,Inflammatory diseases of female pelvic organs
6146,614,Inflammatory diseases of female pelvic organs
6146,614,Inflammatory diseases of female pelvic organs
6149,614,Inflammatory diseases of female pelvic organs
6149,614,Inflammatory diseases of female pelvic organs
6149,614,Inflammatory diseases of female pelvic organs
6150,614,Inflammatory diseases of female pelvic organs
6150,614,Inflammatory diseases of female pelvic organs
6151,614,Inflammatory diseases of female pelvic organs
6151,614,Inflammatory diseases of female pelvic organs
6159,614,Inflammatory diseases of female pelvic organs
6159,614,Inflammatory diseases of female pelvic organs
6160,614,Inflammatory diseases of female pelvic organs
6160,614,Inflammatory diseases of female pelvic organs
6160,614,Inflammatory diseases of female pelvic organs
61610,614,Inflammatory diseases of female pelvic organs
61610,614,Inflammatory diseases of female pelvic organs
61610,614,Inflammatory diseases of female pelvic organs
6162,614,Inflammatory diseases of female pelvic organs
6162,614,Inflammatory diseases of female pelvic organs
6162,614,Inflammatory diseases of female pelvic organs
6164,614,Inflammatory diseases of female pelvic organs
6164,614,Inflammatory diseases of female pelvic organs
6164,614,Inflammatory diseases of female pelvic organs
61650,614,Inflammatory diseases of female pelvic organs
61650,614,Inflammatory diseases of female pelvic organs
61650,614,Inflammatory diseases of female pelvic organs
6168,614,Inflammatory diseases of female pelvic organs
6168,614,Inflammatory diseases of female pelvic organs
61689,614,Inflammatory diseases of female pelvic organs
61689,614,Inflammatory diseases of female pelvic organs
6169,614,Inflammatory diseases of female pelvic organs
6169,614,Inflammatory diseases of female pelvic organs
6170,615,Endometriosis
6171,615,Endometriosis
6172,615,Endometriosis
6173,615,Endometriosis
6175,615,Endometriosis
6178,615,Endometriosis
6179,615,Endometriosis
6180,618,Genital prolapse
6180,618,Genital prolapse
61800,618,Genital prolapse
61800,618,Genital prolapse
61801,618,Genital prolapse
61801,618,Genital prolapse
61802,618,Genital prolapse
61802,618,Genital prolapse
61804,618,Genital prolapse
61804,618,Genital prolapse
6181,618,Genital prolapse
6181,618,Genital prolapse
6182,618,Genital prolapse
6182,618,Genital prolapse
6183,618,Genital prolapse
6183,618,Genital prolapse
6184,618,Genital prolapse
6184,618,Genital prolapse
6185,618,Genital prolapse
6185,618,Genital prolapse
6188,618,Genital prolapse
61882,618,Genital prolapse
6200,628,Ovarian cyst
6201,628,Ovarian cyst
6202,628,Ovarian cyst
6203,624,Symptoms involving female genital tract
6203,624,Symptoms involving female genital tract
6205,619,Noninflammatory female genital disorders
6205,619,Noninflammatory female genital disorders
6208,619,Noninflammatory female genital disorders
6208,619,Noninflammatory female genital disorders
6209,619,Noninflammatory female genital disorders
6209,619,Noninflammatory female genital disorders
6210,622,Polyp of female genital organs
6210,622,Polyp of female genital organs
6212,623,Hypertrophy of female genital organs
6213,621,Endometrial hyperplasia
62130,621,Endometrial hyperplasia
6214,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6218,619,Noninflammatory female genital disorders
6218,619,Noninflammatory female genital disorders
6221,180,Cervical cancer and dysplasia
6221,180,Cervical cancer and dysplasia
62210,180,Cervical cancer and dysplasia
62210,180,Cervical cancer and dysplasia
62211,180,Cervical cancer and dysplasia
62211,180,Cervical cancer and dysplasia
6232,619,Noninflammatory female genital disorders
6232,619,Noninflammatory female genital disorders
6235,624,Symptoms involving female genital tract
6238,619,Noninflammatory female genital disorders
6238,619,Noninflammatory female genital disorders
62402,620,Dysplasia of female genital organs
6248,619,Noninflammatory female genital disorders
6248,619,Noninflammatory female genital disorders
6249,619,Noninflammatory female genital disorders
6249,619,Noninflammatory female genital disorders
6251,625,Pain and other symptoms associated with female genital organs
6251,625,Pain and other symptoms associated with female genital organs
6253,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6253,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6254,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6254,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6255,625,Pain and other symptoms associated with female genital organs
6256,624,Symptoms involving female genital tract
62570,625,Pain and other symptoms associated with female genital organs
6258,625,Pain and other symptoms associated with female genital organs
6259,625,Pain and other symptoms associated with female genital organs
6260,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6260,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6260,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6261,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6261,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6261,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6262,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6262,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6262,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6264,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6264,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6264,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6266,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6266,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6266,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6268,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6268,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6269,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6270,627,Menopausal and postmenopausal disorders
6270,627,Menopausal and postmenopausal disorders
6271,627,Menopausal and postmenopausal disorders
6271,627,Menopausal and postmenopausal disorders
6272,627,Menopausal and postmenopausal disorders
6272,627,Menopausal and postmenopausal disorders
6273,627,Menopausal and postmenopausal disorders
6273,627,Menopausal and postmenopausal disorders
6274,627,Menopausal and postmenopausal disorders
6274,627,Menopausal and postmenopausal disorders
6274,627,Menopausal and postmenopausal disorders
6278,627,Menopausal and postmenopausal disorders
6279,627,Menopausal and postmenopausal disorders
6289,626,Disorders of menstruation and other abnormal bleeding from female genital tract
6289,626,Disorders of menstruation and other abnormal bleeding from female genital tract
62989,619,Noninflammatory female genital disorders
632,634,Miscarriage; stillbirth
632,634,Miscarriage; stillbirth
63310,634,Miscarriage; stillbirth
63310,634,Miscarriage; stillbirth
63311,634,Miscarriage; stillbirth
63311,634,Miscarriage; stillbirth
63320,634,Miscarriage; stillbirth
63320,634,Miscarriage; stillbirth
63380,634,Miscarriage; stillbirth
63380,634,Miscarriage; stillbirth
63381,634,Miscarriage; stillbirth
63381,634,Miscarriage; stillbirth
63391,634,Miscarriage; stillbirth
63391,634,Miscarriage; stillbirth
63401,634,Miscarriage; stillbirth
63411,634,Miscarriage; stillbirth
63412,634,Miscarriage; stillbirth
63421,634,Miscarriage; stillbirth
63451,634,Miscarriage; stillbirth
63491,634,Miscarriage; stillbirth
64101,635,Hemorrhage during pregnancy; childbirth and postpartum
64101,635,Hemorrhage during pregnancy; childbirth and postpartum
64103,635,Hemorrhage during pregnancy; childbirth and postpartum
64103,635,Hemorrhage during pregnancy; childbirth and postpartum
64111,635,Hemorrhage during pregnancy; childbirth and postpartum
64111,635,Hemorrhage during pregnancy; childbirth and postpartum
64121,635,Hemorrhage during pregnancy; childbirth and postpartum
64121,635,Hemorrhage during pregnancy; childbirth and postpartum
64131,635,Hemorrhage during pregnancy; childbirth and postpartum
64131,635,Hemorrhage during pregnancy; childbirth and postpartum
64133,635,Hemorrhage during pregnancy; childbirth and postpartum
64133,635,Hemorrhage during pregnancy; childbirth and postpartum
64201,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64203,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64204,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64214,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64224,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64231,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64233,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64234,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64241,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64241,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64243,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64243,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64244,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64244,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64251,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64251,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64252,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64252,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64254,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64254,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64261,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64261,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64263,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64263,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64264,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64264,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64271,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64271,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64274,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64274,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64292,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64293,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64294,642,"Hypertension complicating pregnancy, childbirth, and the puerperium"
64303,643,Excessive vomiting in pregnancy
